price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
16621.0,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,102000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10.0,0,12
27174.0,730.0,CHEVROLET,Aveo,Sedan,Yes,Petrol,1.6,9607.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
7840.0,0.0,NISSAN,Maxima,Sedan,Yes,CNG,2.3,120000.0,6.0,Tiptronic,Front,4-5,Left wheel,White,8.0,0,20
18189.0,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,18600.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8.0,0,17
23521.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,16960.0,4.0,Automatic,Front,4-5,Left wheel,Golden,10.0,0,10
3607.0,831.0,NISSAN,Sentra,Sedan,Yes,Petrol,1.6,26965.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,6
1568.0,1018.0,BMW,X5,Jeep,Yes,Diesel,3.0,270326.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,12
17562.0,697.0,TOYOTA,Prius,Sedan,Yes,Petrol,1.8,132000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,6.0,0,8
17876.0,0.0,TOYOTA,Camry,Sedan,No,LPG,2.4,167435.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,6.0,0,16
26657.0,919.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,271701.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,11
29163.0,781.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,63308.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
15577.0,639.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,77192.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
8515.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,140900.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,16
18189.0,0.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,175000.0,4.0,Automatic,4x4,4-5,Left wheel,Green,0.0,0,15
6272.0,0.0,MITSUBISHI,Chariot,Minivan,No,Petrol,2.4,98000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,White,4.0,0,24
2430.0,1598.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,175614.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12.0,0,15
4547.0,271.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,196800.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,9
25716.0,0.0,BMW,X5,Jeep,Yes,Petrol,3.0,125000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12.0,0,15
16621.0,638.0,KIA,Optima,Sedan,Yes,Petrol,2.0,38305.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
23207.0,0.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,70042.0,4.0,Variator,Front,4-5,Left wheel,Grey,12.0,0,10
11604.0,1017.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,269689.0,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,6
7840.0,0.0,MERCEDES-BENZ,CLK 200,Coupe,No,Petrol,2.0,210508.0,4.0,Manual,Rear,2-3,Left wheel,Silver,4.0,0,23
4547.0,919.0,MERCEDES-BENZ,GL 350,Jeep,Yes,Diesel,3.0,149171.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,11
28830.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,90823.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
25089.0,781.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,125678.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12.0,0,11
47356.0,0.0,AUDI,A8,Sedan,Yes,Petrol,3.0,33000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12.0,1,7
12281.0,687.0,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,111897.0,4.0,Automatic,Front,4-5,Left wheel,Red,4.0,0,13
8781.0,761.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,315000.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,13
6899.0,1236.0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,74000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,2.0,0,12
3500.0,0.0,OPEL,Vectra,Sedan,No,CNG,2.0,0.0,4.0,Manual,Front,4-5,Left wheel,Green,2.0,0,25
4077.0,0.0,VOLKSWAGEN,Passat pasat,Sedan,Yes,Petrol,2.3,4444.0,5.0,Manual,Front,4-5,Left wheel,Sky blue,4.0,0,24
18503.0,503.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,91753.0,4.0,Automatic,Front,4-5,Left wheel,White,8.0,0,11
4861.0,1324.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,264877.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,13
47356.0,891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,57000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
12544.0,642.0,FORD,Focus,Sedan,No,Petrol,2.0,138664.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0.0,0,11
16621.0,271.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,113000.0,4.0,Variator,Front,4-5,Left wheel,White,9.0,0,9
16481.0,645.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,121000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,7.0,0,12
314.0,0.0,MOSKVICH,401,Hatchback,No,Petrol,0.7500000000000002,150000.0,4.0,Manual,Rear,4-5,Left wheel,Sky blue,1.0,0,70
3500.0,0.0,MERCEDES-BENZ,230,Sedan,No,CNG,2.3,220000.0,4.0,Manual,Rear,4-5,Right-hand drive,Black,2.0,0,31
18817.0,0.0,MERCEDES-BENZ,Vito,Microbus,No,Diesel,2.2,200000.0,6.0,Manual,Rear,2-3,Left wheel,Grey,3.0,1,17
18422.0,642.0,TOYOTA,Aqua,Sedan,Yes,Petrol,2.0,78200.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,11
2666.0,1018.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,0.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,12
26030.0,0.0,MERCEDES-BENZ,ML 320,Jeep,Yes,Diesel,3.2,304000.0,8.0,Tiptronic,4x4,4-5,Left wheel,White,12.0,1,14
18800.0,530.0,HYUNDAI,Veloster,Hatchback,Yes,Petrol,1.6,53000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,10.0,0,10
706.0,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,73402.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,13
23521.0,308.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,152000.0,4.0,Variator,Front,4-5,Left wheel,Silver,0.0,0,9
21953.0,0.0,FORD,C-MAX,Hatchback,Yes,Plug-in Hybrid,2.0,133000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10.0,0,10
11604.0,489.0,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,31455.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
18817.0,753.0,TOYOTA,Camry,Sedan,No,Petrol,2.4,72000.0,4.0,Tiptronic,Front,4-5,Left wheel,Golden,12.0,0,11
13658.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,115783.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,13
24239.0,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,69000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,10
10349.0,1888.0,BMW,530,Sedan,Yes,Petrol,3.0,15000.0,6.0,Tiptronic,Rear,>5,Left wheel,Blue,10.0,0,16
10976.0,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,285000.0,4.0,Variator,Front,4-5,Left wheel,White,4.0,0,16
10976.0,0.0,FORD,Transit,Goods wagon,No,Diesel,2.5,137000.0,4.0,Manual,Rear,4-5,Left wheel,Blue,2.0,0,24
19296.0,862.0,HYUNDAI,H1,Pickup,Yes,Diesel,2.5,61805.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,12
17876.0,645.0,MERCEDES-BENZ,C 250 AMG,Coupe,Yes,Petrol,1.8,230210.0,4.0,Tiptronic,Rear,2-3,Left wheel,Black,0.0,1,12
14113.0,1017.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,31143.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,6
16621.0,779.0,VOLKSWAGEN,Passat,Sedan,No,Petrol,2.5,153000.0,5.0,Tiptronic,Front,4-5,Left wheel,Silver,6.0,0,10
16107.0,446.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,35479.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,9
5645.0,1288.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,48563.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,16
46251.0,1249.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,83138.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,6
941.0,167.0,VOLKSWAGEN,Scirocco,Sedan,Yes,Petrol,0.7500000000000002,73722.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,7
13485.0,0.0,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.4,140000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,8.0,0,17
18503.0,777.0,SUBARU,Forester,Jeep,No,Petrol,2.5,140000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,9
20005.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,157421.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,12
31317.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,139328.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
26180.0,629.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,107899.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,8
6743.0,1273.0,TOYOTA,Avalon,Sedan,Yes,Petrol,3.5,122418.0,6.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,8
7200.0,0.0,NISSAN,Gloria,Sedan,No,Petrol,2.5,100000.0,6.0,Automatic,Rear,4-5,Right-hand drive,Silver,2.0,0,22
10515.0,363.0,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,57498.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
17000.0,749.0,KIA,Optima,Sedan,No,Petrol,2.4,99000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10.0,0,9
15367.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,49140.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,13
14113.0,0.0,BMW,X3,Jeep,Yes,CNG,2.5,362717.5,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12.0,0,19
14113.0,0.0,AUDI,A6,Sedan,Yes,Petrol,3.2,260000.0,12.0,Tiptronic,Front,4-5,Left wheel,Silver,12.0,0,17
7527.0,0.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,150000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4.0,0,19
14166.0,640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,206088.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,10
5500.0,0.0,TOYOTA,Avensis,Sedan,No,Petrol,2.0,109000.0,4.0,Tiptronic,Front,4-5,Left wheel,Brown,4.0,0,20
20209.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,108900.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
38894.0,640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,166476.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,10
7840.0,836.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,350070.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,13
1098.0,761.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,346078.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,13
10976.0,843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,100914.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,12.0,0,15
21953.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,12300.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12.0,0,11
22266.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,105600.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12.0,1,9
4234.0,1307.0,CHEVROLET,Impala,Sedan,Yes,Petrol,3.55,159094.0,6.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,8
627.0,2287.5,DODGE,Challenger,Coupe,Yes,Petrol,3.55,33238.0,8.0,Automatic,Rear,2-3,Left wheel,White,12.0,0,7
9095.0,0.0,TOYOTA,Wish,Minivan,Yes,CNG,1.8,27000.0,4.0,Automatic,4x4,4-5,Right-hand drive,Blue,10.0,0,18
18189.0,0.0,LAND ROVER,Land Rover Sport,Jeep,Yes,Petrol,3.55,256000.0,8.0,Tiptronic,4x4,4-5,Left wheel,White,6.0,0,16
19757.0,1820.0,HONDA,Odyssey,Sedan,Yes,Petrol,3.5,13994.0,6.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,4
13000.0,642.0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,208000.0,4.0,Variator,Front,4-5,Left wheel,Grey,8.0,0,11
941.0,1811.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,260771.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,13
14113.0,447.0,HONDA,Insight,Sedan,Yes,Hybrid,1.3,44000.0,4.0,Tiptronic,Front,4-5,Left wheel,Green,8.0,0,10
20385.0,0.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,320000.0,4.0,Variator,Front,4-5,Left wheel,White,6.0,0,11
2666.0,900.0,DODGE,Avenger,Sedan,Yes,Petrol,2.4,101394.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,8
1098.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,362717.5,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,9
9938.0,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
1568.0,1172.0,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,226251.0,6.0,Automatic,Rear,2-3,Left wheel,Black,12.0,0,12
706.0,574.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,189571.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0.0,0,13
23521.0,765.0,SUBARU,Crosstrek,Jeep,No,Petrol,2.0,115000.0,6.0,Tiptronic,Front,4-5,Left wheel,Green,12.0,0,8
13172.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,7
12544.0,2188.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,246400.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,8.0,0,16
25763.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,273500.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,9
11290.0,642.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,97070.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12.0,1,11
29793.0,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,4330.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,4
9252.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,8
9408.0,0.0,SUBARU,Legacy bl5,Sedan,No,Petrol,2.0,182000.0,4.0,Tiptronic,4x4,4-5,Right-hand drive,Silver,2.0,1,20
13015.0,0.0,MERCEDES-BENZ,C 230,Sedan,Yes,LPG,2.5,235000.0,6.0,Tiptronic,Rear,4-5,Left wheel,White,0.0,0,18
36065.0,1055.0,LEXUS,RX 450,Jeep,No,Hybrid,3.5,0.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,10
14113.0,0.0,MERCEDES-BENZ,C 180 komp,Sedan,Yes,Petrol,1.8,140000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Beige,0.0,0,17
47356.0,1356.0,MERCEDES-BENZ,GL 550,Jeep,Yes,Petrol,3.55,121382.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,9
26030.0,0.0,TOYOTA,Yaris RS,Hatchback,Yes,Petrol,1.5,55000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12.0,0,7
10032.0,0.0,MERCEDES-BENZ,Vito,Goods wagon,No,Diesel,2.2,362717.5,4.0,Manual,Rear,4-5,Left wheel,Red,2.0,1,22
21012.0,0.0,TOYOTA,Camry,Sedan,No,Hybrid,2.4,251200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8.0,0,14
23138.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,221000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,13
4265.0,419.0,NISSAN,March,Hatchback,Yes,Petrol,1.2,187175.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,10
27504.0,730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,74909.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
941.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,184467.0,6.0,Automatic,Rear,4-5,Left wheel,White,12.0,0,9
7213.0,0.0,VOLKSWAGEN,Golf 4,Hatchback,No,Petrol,2.0,190000.0,4.0,Manual,Front,4-5,Left wheel,Silver,6.0,0,21
6429.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,234218.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,10
12544.0,1750.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,334414.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,15
20071.0,730.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,72507.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,7
26999.0,707.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,164651.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,12
31988.0,2287.5,FERRARI,F50,Coupe,Yes,Petrol,3.55,362717.5,12.0,Automatic,Rear,2-3,Left wheel,Silver,12.0,0,6
4547.0,1017.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,115974.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,6
14113.0,0.0,MERCEDES-BENZ,CL 500,Coupe,Yes,CNG,3.55,245000.0,8.0,Tiptronic,Rear,2-3,Left wheel,Silver,10.0,0,23
2901.0,586.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,181550.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,11
5645.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,230336.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,11
12231.0,503.0,TOYOTA,Yaris,Hatchback,No,Petrol,1.5,136640.0,4.0,Automatic,Front,2-3,Left wheel,White,8.0,0,11
12858.0,528.0,FORD,Fiesta,Hatchback,No,Petrol,1.6,56000.0,4.0,Automatic,Front,4-5,Left wheel,Beige,10.0,0,9
3763.0,1850.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,362717.5,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,15
18422.0,503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,103000.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4.0,0,11
706.0,1018.0,BMW,535,Sedan,Yes,Petrol,3.0,163739.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,12
26030.0,382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0.0,0,6
43868.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,70940.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,7
10976.0,1408.0,FORD,Transit,Microbus,No,Diesel,2.2,170000.0,4.0,Manual,Front,4-5,Left wheel,Black,2.0,1,16
314.0,583.0,KIA,RIO,Sedan,Yes,Petrol,1.6,0.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,12
22894.0,0.0,BMW,X5,Jeep,Yes,Diesel,3.0,235000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,8.0,1,17
40769.0,1327.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,43000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12.0,0,5
42764.0,696.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,164593.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,10
47356.0,1714.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,33000.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,12.0,0,6
1700.0,0.0,OPEL,Astra,Sedan,No,CNG,1.6,0.0,4.0,Manual,Front,4-5,Left wheel,Green,2.0,0,29
47356.0,0.0,JAGUAR,E-pace p200,Jeep,No,Petrol,2.0,0.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12.0,0,3
24462.0,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,10610.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,4
4234.0,0.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,362717.5,4.0,Manual,Front,4-5,Left wheel,Black,8.0,1,19
10976.0,1268.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,67000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,4.0,0,11
22567.0,650.0,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.4,94793.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,7
1098.0,1793.0,MERCEDES-BENZ,S 550,Sedan,Yes,Petrol,3.55,274563.0,8.0,Automatic,Rear,4-5,Left wheel,White,12.0,0,12
5959.0,2004.0,MERCEDES-BENZ,240,Sedan,No,Petrol,2.4,362717.5,6.0,Automatic,Rear,4-5,Left wheel,Silver,6.0,0,25
6909.0,876.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,119484.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,14
15530.0,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,179000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,10
862.0,2287.5,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,280354.0,8.0,Automatic,4x4,4-5,Left wheel,White,0.0,0,15
40556.0,1017.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,48089.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,6
5331.0,0.0,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,335000.0,4.0,Manual,Rear,4-5,Left wheel,Silver,2.0,1,28
18817.0,836.0,BMW,118,Sedan,Yes,Diesel,2.0,197000.0,4.0,Manual,Front,4-5,Left wheel,Black,0.0,0,13
6586.0,0.0,HONDA,Cr-v,Jeep,No,LPG,2.0,100000.0,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,12.0,0,25
22894.0,891.0,KIA,Sportage SX,Jeep,Yes,Petrol,2.0,55447.0,4.0,Automatic,Front,4-5,Left wheel,Blue,10.0,1,7
20005.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,106616.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,12
16778.0,765.0,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,34328.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,8
26657.0,777.0,MAZDA,CX-5,Jeep,No,Petrol,2.5,101435.0,4.0,Automatic,Front,4-5,Left wheel,Black,10.0,0,9
21953.0,1327.0,NISSAN,X-Terra,Jeep,Yes,Petrol,3.55,79633.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,6.0,0,12
22357.0,640.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,121042.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,10
1568.0,1172.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,342622.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,12
1568.0,505.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,93453.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,5
19933.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,134000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,11
2509.0,1399.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,315270.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,12.0,0,13
17000.0,474.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,115000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10.0,1,10
20385.0,0.0,VOLKSWAGEN,Jetta SE,Sedan,Yes,Petrol,1.8,70000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12.0,0,9
392.0,394.0,TOYOTA,Camry,Coupe,Yes,Hybrid,2.5,362717.5,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,9
47356.0,1176.0,HYUNDAI,Santa FE,Minivan,Yes,Petrol,2.2,9087.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,4
45872.0,1017.0,HONDA,Civic,Coupe,Yes,Petrol,2.0,57895.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,6
941.0,862.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.5,175389.0,5.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,12
39201.0,779.0,SUBARU,Impreza,Sedan,Yes,Petrol,2.5,114350.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,10
47356.0,1055.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,111460.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12.0,0,10
47356.0,1391.0,MERCEDES-BENZ,CLS 550,Sedan,Yes,Petrol,3.55,43000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12.0,0,11
47107.0,765.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,59000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,8
1333.0,900.0,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.4,51141.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,8
7213.0,862.0,FORD,Fusion,Sedan,No,Hybrid,2.5,224000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12.0,0,12
3607.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,11
